id_cliente,genero,idoso,tem_parceiro,tem_dependentes,meses_na_empresa,servico_telefone,multiplas_linhas,servico_internet,servico_seguranca,servico_backup,servico_protecao_equipamento,servico_suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_digital,forma_pagamento,valor_mensal,total_gasto,churn
3992-YWPKO,Feminino,Não,Não,Não,6,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cartao de credito,109.9,669.45,Sim
2933-XEUJM,Feminino,Não,Não,Não,46,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,Não,Cheque,79.2,3593.8,Não
0125-LZQXK,Masculino,Não,Não,Não,15,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,101.35,1553.95,Sim
5461-QKNTN,Masculino,Sim,Sim,Não,43,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Boleto,94.3,3953.15,Não
4835-YSJMR,Masculino,Não,Não,Não,39,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Bianual,Sim,Transferencia,49.8,1971.15,Não
8399-YNDCH,Masculino,Sim,Não,Não,21,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Transferencia,60.05,1236.15,Sim
3164-YAXFY,Masculino,Não,Não,Não,57,Não,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Boleto,53.75,3196.0,Não
0887-WBJVH,Feminino,Não,Sim,Não,53,Sim,Não,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Boleto,93.45,4872.2,Não
4660-IRIBM,Masculino,Não,Sim,Sim,18,Sim,Não,Fibra optica,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque,87.9,1500.5,Não
5673-FSSMF,Feminino,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,60.15,60.15,Sim
7670-ZBPOQ,Feminino,Não,Sim,Não,58,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Transferencia,61.05,3478.75,Não
8089-UZWLX,Feminino,Sim,Não,Não,71,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Bianual,Não,Transferencia,104.05,7413.55,Não
0080-OROZO,Feminino,Não,Não,Não,35,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Boleto,99.25,3532.0,Não
3916-NRPAP,Masculino,Não,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cartao de credito,85.7,256.75,Não
6807-SIWJI,Masculino,Não,Não,Não,38,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Boleto,104.85,3887.25,Não
8221-HVAYI,Masculino,Não,Sim,Sim,35,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,Sim,Cartao de credito,69.15,2490.15,Não
1579-KLYDT,Masculino,Não,Não,Não,7,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Boleto,90.45,593.45,Sim
5232-NXPAY,Feminino,Não,Não,Não,47,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bianual,Não,Cheque,74.45,3510.3,Não
8967-SZQAS,Feminino,Não,Não,Não,14,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Boleto,50.45,765.45,Não
4468-KAZHE,Feminino,Sim,Sim,Não,20,Sim,Não,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Boleto,60.0,1259.35,Não
0455-ENTCR,Masculino,Não,Sim,Não,66,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bianual,Não,Boleto,85.25,5538.35,Não
8944-AILEF,Masculino,Não,Sim,Não,15,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartao de credito,19.45,340.85,Não
5542-NKVRU,Feminino,Não,Não,Não,42,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Transferencia,20.75,844.45,Não
7126-RBHSD,Feminino,Não,Sim,Não,17,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto,78.9,1348.95,Não
5370-IIVVL,Masculino,Não,Não,Não,37,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cartao de credito,104.5,3778.0,Não
6789-HJBWG,Feminino,Não,Não,Não,12,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,49.4,611.65,Não
3927-NLNRY,Masculino,Não,Sim,Não,53,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Transferencia,94.25,4867.95,Sim
9087-EYCPR,Feminino,Não,Não,Não,60,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,25.0,1505.05,Não
6791-YBNAK,Masculino,Não,Sim,Sim,18,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartao de credito,25.55,467.85,Não
6358-LYNGM,Masculino,Não,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,74.9,74.9,Sim
6077-BDPXA,Feminino,Não,Não,Não,3,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,70.15,194.2,Não
0013-MHZWF,Feminino,Não,Não,Sim,9,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cartao de credito,69.4,571.45,Não
5494-HECPR,Feminino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,80.25,80.25,Sim
8268-YDIXR,Masculino,Não,Sim,Não,56,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,Boleto,93.15,5253.95,Não
9824-BEMCV,Masculino,Não,Sim,Sim,17,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.0,1149.65,Sim
1373-ORVIZ,Feminino,Não,Sim,Sim,11,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Boleto,66.35,740.8,Sim
4291-SHSBH,Masculino,Não,Não,Não,7,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.55,521.35,Não
6980-IMXXE,Feminino,Não,Sim,Sim,69,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,20.2,1412.65,Não
9866-QEVEE,Masculino,Não,Não,Não,19,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferencia,86.0,1532.45,Sim
9897-KXHCM,Feminino,Não,Sim,Sim,3,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,80.3,250.05,Sim
0040-HALCW,Masculino,Não,Sim,Sim,54,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,20.4,1090.6,Não
0784-GTUUK,Masculino,Não,Sim,Não,62,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Cartao de credito,23.75,1446.8,Não
7979-CORPM,Masculino,Não,Não,Não,24,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartao de credito,90.55,2282.55,Sim
2294-DMMUS,Feminino,Não,Sim,Sim,62,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartao de credito,70.45,4300.45,Não
0872-JCPIB,Masculino,Não,Não,Não,17,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Transferencia,65.75,1111.2,Não
3055-MJDSB,Masculino,Não,Não,Não,9,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,24.6,190.1,Não
9091-WTUUY,Masculino,Não,Sim,Sim,64,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Bianual,Não,Cheque,69.25,4447.75,Não
1618-CFHME,Feminino,Não,Não,Não,2,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,75.9,143.35,Sim
3165-HDOEW,Masculino,Não,Sim,Sim,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,45.85,45.85,Sim
6581-NQCBA,Feminino,Não,Sim,Não,16,Não,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Boleto,49.95,810.2,Sim
7115-IRDHS,Feminino,Não,Sim,Não,72,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,24.65,1830.05,Não
8496-DMZUK,Masculino,Não,Não,Não,30,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Transferencia,90.4,2820.65,Não
2040-VZIKE,Feminino,Não,Sim,Não,49,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque,100.85,4847.35,Não
9068-VPWQQ,Masculino,Não,Sim,Não,61,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Bianual,Não,Cartao de credito,75.35,4729.3,Não
0178-SZBHO,Masculino,Não,Sim,Sim,47,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Boleto,87.2,4017.45,Não
0384-RVBPI,Masculino,Não,Não,Não,20,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Cartao de credito,64.4,1398.6,Não
1689-MRZQR,Masculino,Não,Sim,Sim,34,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Boleto,78.3,2564.3,Sim
1299-AURJA,Feminino,Não,Sim,Sim,70,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,24.7,1685.9,Não
4525-VZCZG,Masculino,Não,Não,Sim,54,Sim,Não,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Anual,Sim,Boleto,105.85,5826.65,Não
1543-LLLFT,Masculino,Sim,Sim,Não,61,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Não,Anual,Sim,Cheque,98.3,6066.55,Não
5835-BEQEU,Masculino,Não,Não,Não,3,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,76.95,228.4,Sim
2788-CJQAQ,Masculino,Não,Não,Não,13,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque,19.45,270.2,Não
5565-FILXA,Feminino,Sim,Não,Não,16,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,96.15,1529.2,Sim
0319-QZTCO,Feminino,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartao de credito,58.7,168.6,Não
2120-SMPEX,Masculino,Não,Não,Não,25,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,20.15,536.35,Não
0096-FCPUF,Masculino,Não,Não,Não,30,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque,64.5,1888.45,Não
0668-OGMHD,Feminino,Não,Sim,Não,21,Não,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto,28.5,629.35,Não
5552-ZNFSJ,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,45.3,45.3,Sim
2223-KAGMX,Feminino,Não,Não,Não,15,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferencia,19.4,289.3,Sim
6507-ZJSUR,Masculino,Sim,Sim,Não,23,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,90.45,2117.25,Não
9408-HRXRK,Feminino,Não,Sim,Sim,45,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Boleto,105.15,4730.9,Não
5593-SUAOO,Feminino,Não,Sim,Sim,24,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Não,Não,Anual,Não,Transferencia,83.15,2033.05,Não
7321-PKUYW,Feminino,Não,Não,Não,11,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Boleto,90.15,987.95,Sim
2833-SLKDQ,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,45.05,45.05,Sim
6766-HFKLA,Feminino,Não,Sim,Não,56,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Bianual,Não,Transferencia,103.2,5744.35,Não
7595-EUIVN,Feminino,Não,Não,Não,1,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Boleto,75.8,75.8,Sim
7617-EYGLW,Masculino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,19.45,19.45,Não
2026-TGDHM,Feminino,Não,Não,Não,7,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto,79.3,523.15,Sim
9220-ZNKJI,Feminino,Sim,Sim,Não,55,Sim,Não,Fibra optica,Não,Não,Sim,Sim,Sim,Não,Bianual,Não,Cartao de credito,88.8,4805.3,Não
4030-VPZBD,Feminino,Não,Não,Não,2,Não,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto,30.9,59.05,Sim
2226-ICFDO,Feminino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,85.9,6110.75,Não
0723-VSOBE,Feminino,Sim,Não,Não,45,Não,Não,DSL,Não,Não,Não,Não,Não,Sim,Anual,Não,Boleto,34.2,1596.6,Não
5529-GIBVH,Feminino,Não,Não,Não,47,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,20.15,1046.2,Não
4187-CINZD,Feminino,Sim,Não,Não,46,Sim,Não,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Anual,Não,Cartao de credito,95.25,4424.2,Sim
9992-UJOEL,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque,50.3,92.75,Não
4741-WWJQZ,Feminino,Não,Sim,Não,2,Sim,Não,Fibra optica,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto,80.15,194.55,Não
6625-UTXEW,Feminino,Não,Sim,Não,12,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto,51.25,612.1,Não
6818-WOBHJ,Feminino,Sim,Sim,Não,68,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Transferencia,89.6,6127.6,Sim
6244-BESBM,Masculino,Não,Sim,Sim,69,Sim,Não,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,95.2,6671.7,Não
1004-NOZNR,Masculino,Sim,Não,Sim,56,Sim,Não,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Anual,Não,Cartao de credito,94.8,5264.3,Não
1251-STYSZ,Feminino,Sim,Não,Não,4,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,80.25,303.7,Não
2612-PHGOX,Masculino,Não,Sim,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bianual,Sim,Transferencia,76.1,4818.8,Não
2408-TZMJL,Masculino,Não,Sim,Não,59,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Boleto,110.15,6448.05,Sim
8480-PPONV,Masculino,Não,Sim,Sim,62,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transferencia,115.55,7159.05,Não
8780-IHCRN,Masculino,Não,Sim,Sim,63,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,24.65,1574.5,Não
4598-ZADCK,Feminino,Não,Não,Não,53,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,Sim,Boleto,53.6,2879.2,Não
1257-SXUXQ,Masculino,Não,Sim,Sim,5,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,19.45,86.05,Não
9681-KYGYB,Masculino,Sim,Sim,Não,49,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Boleto,88.2,4159.45,Não
7182-OVLBJ,Feminino,Não,Sim,Sim,62,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Bianual,Sim,Transferencia,101.15,6638.35,Não
5095-ETBRJ,Feminino,Não,Sim,Não,55,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bianual,Não,Cheque,56.8,3112.05,Não
7005-CYUIL,Feminino,Sim,Sim,Não,71,Sim,Não,Fibra optica,Sim,Sim,Sim,Sim,Sim,Não,Bianual,Sim,Boleto,99.4,7168.25,Não
4821-WQOYN,Feminino,Não,Sim,Sim,72,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Cartao de credito,20.1,1326.25,Não
4730-AWNAU,Masculino,Não,Sim,Sim,36,Não,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,60.7,2234.55,Não
3452-FLHYD,Masculino,Não,Sim,Não,25,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferencia,20.95,495.15,Não
2388-LAESQ,Feminino,Sim,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,114.85,8317.95,Não
9531-NSBMR,Feminino,Não,Não,Não,36,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferencia,19.25,679.8,Não
6260-ONULR,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque,62.8,62.8,Não
4389-UEFCZ,Feminino,Não,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Não,Sim,Não,Sim,Sim,Bianual,Sim,Boleto,105.5,7544.0,Não
8711-LOBKY,Masculino,Não,Sim,Sim,59,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.85,1188.25,Não
9134-CEQMF,Masculino,Sim,Sim,Não,7,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,89.5,676.7,Sim
8985-OOPOS,Feminino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,74.1,74.1,Não
8800-ZKRFW,Feminino,Não,Sim,Sim,30,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,107.5,3242.5,Não
2616-FLVQC,Masculino,Não,Não,Não,64,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cheque,19.55,1240.15,Não
9968-FFVVH,Masculino,Não,Não,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Não,Transferencia,68.8,4111.35,Não
3108-PCCGG,Masculino,Sim,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Não,Cartao de credito,84.45,5899.85,Não
7993-PYKOF,Masculino,Não,Sim,Não,8,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Boleto,75.0,632.95,Sim
8390-FESFV,Feminino,Não,Não,Não,62,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transferencia,84.5,5193.2,Não
3022-BEXHZ,Masculino,Não,Sim,Sim,67,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transferencia,111.2,7530.8,Não
5027-XWQHA,Masculino,Não,Não,Não,6,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,44.75,270.95,Sim
6248-TKCQV,Feminino,Não,Sim,Sim,70,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Bianual,Sim,Transferencia,80.6,5460.2,Não
6729-GDNGC,Feminino,Sim,Não,Não,20,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Não,Transferencia,80.7,1614.2,Não
6198-ZFIOJ,Feminino,Não,Não,Não,5,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Boleto,75.6,402.5,Não
5989-OMNJE,Feminino,Não,Sim,Sim,24,Não,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Não,Boleto,57.6,1367.75,Não
4566-QVRRW,Feminino,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,44.05,483.7,Sim
1291-CUOCY,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartao de credito,110.6,7962.2,Não
9795-SHUHB,Feminino,Não,Sim,Sim,66,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bianual,Sim,Cartao de credito,58.2,3810.8,Não
3230-IUALN,Feminino,Não,Sim,Sim,45,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque,81.0,3533.6,Não
0042-RLHYP,Feminino,Não,Sim,Sim,69,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.7,1396.9,Não
8519-IMDHU,Masculino,Sim,Sim,Não,15,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferencia,85.6,1345.55,Sim
4945-RVMTE,Feminino,Não,Não,Não,28,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Transferencia,59.55,1646.45,Não
0201-OAMXR,Feminino,Não,Não,Não,70,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Cartao de credito,115.55,8127.6,Sim
1866-NXPSP,Feminino,Não,Não,Não,36,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,Cheque,75.55,2680.15,Não
3372-KWFBM,Masculino,Sim,Não,Não,16,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,86.6,1281.0,Sim
7831-QGOXH,Feminino,Não,Não,Não,18,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto,85.2,1553.9,Sim
6393-WRYZE,Feminino,Não,Sim,Não,34,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto,97.65,3207.55,Sim
3941-XTSKM,Masculino,Não,Sim,Sim,42,Não,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Cartao de credito,45.1,2049.05,Não
1661-CZBAU,Masculino,Não,Não,Não,48,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,Transferencia,70.95,3629.2,Não
6599-RCLCJ,Masculino,Não,Sim,Não,47,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Boleto,109.55,5124.55,Sim
9831-BPFRI,Feminino,Não,Sim,Sim,39,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Boleto,89.55,3474.45,Sim
5158-RIVOP,Feminino,Não,Sim,Sim,11,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Cartao de credito,20.9,202.3,Não
9788-YTFGE,Masculino,Não,Não,Não,7,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,19.95,147.5,Não
9277-JOOMO,Feminino,Não,Não,Não,3,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,24.6,86.35,Não
1907-YLNYW,Masculino,Não,Não,Não,8,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Boleto,66.7,579.0,Não
1725-MIMXW,Masculino,Não,Não,Sim,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,19.45,19.45,Sim
8947-YRTDV,Masculino,Não,Sim,Sim,32,Sim,Não,Fibra optica,Sim,Sim,Sim,Não,Não,Sim,Anual,Não,Cheque,94.8,3131.55,Não
3161-ONRWK,Masculino,Não,Sim,Sim,60,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Transferencia,65.85,3928.3,Não
0114-RSRRW,Feminino,Não,Sim,Não,10,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferencia,19.95,187.75,Não
4565-NLZBV,Feminino,Não,Sim,Não,71,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Sim,Transferencia,24.65,1710.15,Não
0031-PVLZI,Feminino,Não,Sim,Sim,4,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.35,76.35,Sim
7206-GZCDC,Feminino,Sim,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,69.25,69.25,Sim
6682-VCIXC,Feminino,Não,Sim,Sim,43,Não,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Anual,Sim,Transferencia,51.25,2151.6,Não
4791-QRGMF,Masculino,Não,Sim,Não,59,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferencia,99.5,5961.1,Sim
6475-VHUIZ,Feminino,Não,Sim,Não,23,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Boleto,54.25,1221.55,Não
3910-MRQOY,Feminino,Não,Sim,Não,72,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,19.4,1496.45,Não
0661-WCQNQ,Masculino,Não,Sim,Não,22,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cartao de credito,56.25,1292.2,Não
7537-RBWEA,Feminino,Não,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,25.15,25.15,Não
4656-CAURT,Masculino,Não,Não,Não,69,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,23.95,1713.1,Não
0121-SNYRK,Masculino,Não,Não,Não,50,Não,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cheque,35.4,1748.9,Não
1768-ZAIFU,Feminino,Sim,Não,Não,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto,25.2,25.2,Sim
4671-LXRDQ,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque,45.0,96.45,Sim
3733-LSYCE,Feminino,Não,Sim,Não,15,Sim,Não,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Transferencia,75.35,1114.55,Não
6265-FRMTQ,Masculino,Não,Não,Não,31,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Bianual,Não,Transferencia,20.4,609.1,Não
1934-SJVJK,Masculino,Não,Não,Não,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque,20.15,20.15,Sim
